matlab_mouse_index,python_index,session_file,session_id,lag,block_a_pv_correlation,block_b_pv_correlation,mean_block_pv_correlation
35,34,session_778240327.mat,778240327,9,0.7504962105312771,0.7505776511049639,0.7505369308181205
35,34,session_778240327.mat,778240327,10,0.7475505335977355,0.7590984252571256,0.7533244794274305
35,34,session_778240327.mat,778240327,11,0.7549826620571167,0.7563051722269598,0.7556439171420383
35,34,session_778240327.mat,778240327,12,0.7543067881689113,0.7508305309861989,0.7525686595775551
35,34,session_778240327.mat,778240327,13,0.741460411553493,0.7493112253841483,0.7453858184688207
35,34,session_778240327.mat,778240327,14,0.7343443950684101,0.7566119715773143,0.7454781833228622
35,34,session_778240327.mat,778240327,15,0.7366083571122205,0.7685034147117807,0.7525558859120006
35,34,session_778240327.mat,778240327,16,0.7503068394736111,0.7531848988906432,0.7517458691821272
35,34,session_778240327.mat,778240327,17,0.7334958847081767,0.7630086667633541,0.7482522757357655
35,34,session_778240327.mat,778240327,18,0.7280061011833113,0.7477834713786691,0.7378947862809901
35,34,session_778240327.mat,778240327,19,0.7275112202562467,0.7428304207365912,0.7351708204964189
35,34,session_778240327.mat,778240327,20,0.7137080549985784,0.7308888366661982,0.7222984458323882
